word	reading
سيء	sīʼa
سيئ	sayyiʼ
سيئة	sayyiʼa
سيئون	sayyiʼūn
سياج	siyāj
سياحة	siyāḥa
سياحي	siyāḥiyy
سياحية	siyāḥiyya
سيادة	siyāda
سيارات	sayyārāt
سيارة	sayyāra
سياسات	siyāsāt
سياسة	siyāsa
سياسي	siyāsiyy
سياسية	siyāsiyya
سياسيون	siyāsiyyūn
سياق	siyāq
سياقة	siyāqa
سيجارة	sigāra
سيد	sayyid
سيدات	sayyidāt
سيدة	sayyida
سيدني	sīdnī
سير	sayr
سيرة	sīra
سيرج	sīraj
سيرك	sirk
سيطر	sayṭara
سيطرة	sayṭara
سيف	sayf
سيقان	sīqān
سيل	sayl
سيما	sīmā
سينثيا	sīnṯiyā
سينما	sīnamā
سينمائي	sīnamāʼiyy
سيوف	suyūf
سيول	suyūl
ش	šīn
شأن	šaʼn
شأو	šaʼawa
شؤم	šuʼm
شؤون	šuʼūn
شئت	šiʼtu
شئنا	šiʼnā
شاء	šāʼa
شائع	šāʼiʻ
شائعات	šāʼiʻāt
شائعة	šāʼiʻa
شائك	šāʼik
شاب	šābb
شابات	šābbāt
شابة	šābba
شابه	šābaha
شاحب	šāḥib
شاحبة	šāḥiba
شاحن	šāḥin
شاحنات	šāḥināt
شاحنة	šāḥina
شاد	šāda
شاذ	šāḏḏ
شار	šārin
شارب	šārib
شارد	šārid
شارع	šāriʻ
شارف	šārafa
شارك	šāraka
شاركوا	šārakū
شارون	šārūn
شاسع	šāsiʻ
شاش	šāš
شاشة	šāša
شاطئ	šāṭiʼ
شاعر	šāʻir
شاعري	šāʻiriyy
شاغر	šāḡir
شاق	šāqa
شاك	šākin
شاكر	šākir
شاكرة	šākira
شال	šāla
شام	šām
شامبانيا	šāmbāniyyā
شامبو	šāmbū
شان	šān
شاه	šāha
شاهد	šāhada
شاهدت	šāhadtu
شاي	šāy
شب	šabba
شباب	šabāb
شباك	šubbāk
شبان	šubbān
شبح	šabaḥ
شبر	šibr
شبعان	šabʻān
شبكات	šabakāt
شبكة	šabaka
شبه	šabiha
شبهة	šubha
شبوط	šabbūṭ
شبيه	šabīh
شتاء	šitāʼ
شتات	šatāt
شتم	šatama
شتوي	šatawiyy
شتى	šattā
شتيمة	šatīma
شجار	šijār
شجاع	šujāʻ
شجاعة	šajāʻa
شجر	šajara
شجرة	šajara
شجعان	šujʻān
شجيرة	šujayra
شحم	šaḥm
شحن	šaḥana
شحنة	šiḥna
شخص	šaḵaṣa
شخصا	šaḵṣan
شخصي	šaḵṣiyy
شخصيا	šaḵṣiyyan
شخصيات	šaḵṣiyyāt
شخصية	šaḵṣiyya
شخير	šaḵīr
شد	šadda
شدة	šidda
شديد	šadīd
شديدة	šadīda
شر	šarra
شراء	širāʼ
شرائط	šarāʼiṭ
شراب	šarāb
شرارة	šarāra
شراشف	šarāšif
شراع	širāʻ
شرب	šariba
شربت	šaribtu
شربوا	šaribū
شرج	šaraja
شرح	šaraḥa
شرس	šarisa
شرشف	šaršaf
شرط	šaraṭa
شرطة	šurṭa
شرطي	šurṭiyy
شرطية	šurṭiyya
شرع	šaraʻa
شرعت	šaraʻtu
شرعوا	šaraʻū
شرعي	šarʻiyy
شرعية	šarʻiyya
شرف	šarufa
شرفة	šurfa
شرفت	šaruftu
شرفنا	šarufnā
شرفي	šarafiyy
شرق	šarq
شرقي	šarqiyy
شرقية	šarqiyya
شرك	šarika
شركاء	šurakāʼ
شركات	šarikāt
شركة	šarika
شروب	šurūb
شرور	šurūr
شروط	šurūṭ
شروع	šurūʻ
شروق	šurūq
شري	šurrī
شريان	širyān
شرير	šarīr
شريط	šarīṭ
شريطة	šarīṭa
شريف	šarīf
شريفة	šarīfa
شريك	šarīk
شطائر	šaṭāʼir
شطرنج	šiṭranj
شطيرة	šaṭīra
شظية	šaẓiyya
شع	šaʻʻa
شعار	šiʻār
شعاع	šuʻāʻ
شعب	šaʻaba
شعبة	šuʻba
شعبي	šaʻbiyy
شعبية	šaʻbiyya
شعت	šiʻtu
شعر	šaʻara
شعرة	šaʻra
شعرت	šaʻartu
شعرى	šaʻrā
شعري	šiʻriyy
شعلة	šuʻla
شعوب	šuʻūb
شعوذة	šaʻwaḏa
شعور	šuʻūr
شعوري	šuʻūriyy
شعير	šaʻīr
شغب	šaḡaba
شغف	šaḡafa
شغل	šaḡala
شغلت	šaḡaltu
شف	šaffa
شفا	šafā
شفاء	šifāʼ
شفاه	šifāh
شفة	šafa
شفرات	šafarāt
شفرة	šafra
شفط	šafaṭa
شفق	šafaqa
شفقة	šafaqa
شفى	šafā
شق	šaqqa
شقة	šaqqa
شقراء	šaqrāʼ
شقق	šaqqaqa
شقوق	šuqūq
شقي	šaqiya
شقيق	šaqīq
شقيقة	šaqīqa
شك	šakka
شكا	šakā
شكاوى	šakāwā
شكر	šakara
شكرا	šukran
شكرنا	šakarnā
شكري	šukriyy
شكل	šakala
شكلت	šakaltu
شكلوا	šakalū
شكلي	šakliyy
شكوك	šukūk
شكوكي	šukūkiyy
شكوى	šakwā
شل	šalla
شلال	šallāl
شلالات	šallālāt
شم	šamma
شمال	šimāl
شمالي	šamāliyy
شمالية	šamāliyya
شمبانيا	šambānyā
شمس	šams
شمسي	šamsiyy
شمسية	šamsiyya
شمع	šamʻ
شمعة	šamʻa
شمل	šamila
شن	šanna
شنق	šanaqa
شنيع	šanīʻ
شهادات	šahādāt
شهادة	šahāda
شهد	šahida
شهدت	šahidtu
شهدنا	šahidnā
شهر	šahr
شهرة	šuhra
شهري	šahriyy
شهوة	šahwa
شهود	šuhūd
شهور	šuhūr
شهية	šahiyya
شهيد	šahīd
شهير	šahīr
شهيرة	šahīra
شهيق	šahīq
شواء	šiwāʼ
شواذ	šawāḏḏ
شوارب	šawārib
شوارع	šawāriʻ
شواطئ	šawāṭiʼ
شوط	šawṭ
شوق	šawq
شوكة	šawka
شوكولاتة	šukūlāta
شوكي	šawkiyy
شوهد	šūhida
شوهدت	šūhidtu
شوى	šawā
شي	šayy
شيء	šayʼ
شيأ	šayyaʼa
شيئا	šayʼan
شياطين	šayāṭīn
شيب	šayb
شية	šiya
شيخ	šayḵ
شيخوخة	šayḵūḵa
شيد	šayyada
شير	šayyir
شيرون	šayrūn
شيرى	šayrā
شيطان	šayṭān
شيطاني	šayṭāniyy
شيطانية	šayṭāniyya
شيفرة	šīfra
شيق	šayyiq
شيك	šīk
شيكاغو	šīkāḡū
شيلي	šīlī
شيم	šīm
شين	šayn
شيوخ	šuyūḵ
شيوعي	šuyūʻiyy
شيوعية	šuyūʻiyya
ص	ṣād
صائب	ṣāʼib
صائد	ṣāʼid
صابر	ṣābara
صابرة	ṣābira
صابون	ṣābūn
صاح	ṣāḥa
صاحب	ṣāḥib
صاحبة	ṣāḥiba
صاخب	ṣāḵib
صادر	ṣādara
صادف	ṣādafa
صادق	ṣādiq
صار	ṣāra
صارخ	ṣāriḵ
صارع	ṣāraʻa
صارم	ṣārim
صاروا	ṣārū
صاروخ	ṣārūḵ
صاعقة	ṣāʻiqa
صافي	ṣāfī
صافية	ṣāfiya
صالة	ṣāla
صالح	ṣāliḥ
صالحة	ṣāliḥa
صالحون	ṣāliḥūn
صالون	ṣālūn
صامت	ṣāmit
صانع	ṣāniʻ
صانعة	ṣāniʻa
صب	ṣabba
صباح	ṣabāḥ
صباحا	ṣabāḥan
صباحي	ṣabāḥiyy
صبت	ṣabbat
صبح	ṣubḥ
صبر	ṣabara
صبري	ṣabriyy
صبغ	ṣabaḡa
صبغة	ṣibḡa
صبور	ṣabūr
صبى	ṣabbā
صبي	ṣabiyy
صبيان	ṣibyān
صبية	ṣabiyya
صبيحة	ṣabīḥa
صح	ṣaḥḥa
صحا	ṣaḥā
صحافة	ṣiḥāfa
صحبة	ṣuḥba
صحة	ṣiḥḥa
صحح	ṣaḥḥaḥa
صححت	ṣaḥḥaḥtu
صحراء	ṣaḥrāʼ
صحف	ṣaḥḥafa
صحفي	ṣuḥufiyy
صحفية	ṣuḥufiyya
صحن	ṣaḥn
صحون	ṣuḥūn
صحي	ṣiḥḥiyy
صحية	ṣiḥḥiyya
صحيح	ṣaḥīḥ
صحيحة	ṣaḥīḥa
صحيفة	ṣaḥīfa
صخب	ṣaḵiba
صخر	ṣaḵr
صخرة	ṣaḵra
صد	ṣadda
صدئ	ṣadiʼa
صدار	ṣidār
صداع	ṣudāʻ
صداقة	ṣadāqa
صدام	ṣidām
صدر	ṣadara
صدرت	ṣadartu
صدري	ṣaddirī
صدرية	ṣadriyya
صدع	ṣadaʻa
صدف	ṣadafa
صدفة	ṣudfa
صدق	ṣadaqa
صدقة	ṣadaqa
صدم	ṣadama
صدمات	ṣadamāt
صدمة	ṣadma
صدور	ṣudūr
صدى	ṣadan
صديق	ṣadīq
صديقات	ṣadīqāt
صديقة	ṣadīqa
صراحة	ṣarāḥa
صراخ	ṣurāḵ
صراصير	ṣarāṣīr
صراع	ṣirāʻ
صراف	ṣarrāf
صربيا	ṣirbiyā
صرت	ṣirtu
صرح	ṣaraḥa
صرخ	ṣaraḵa
صرخت	ṣaraḵtu
صرصور	ṣurṣūr
صرع	ṣaraʻa
صرف	ṣarafa
صرفت	ṣaraftu
صرفنا	ṣarafnā
صريح	ṣarīḥ
صريحة	ṣarīḥa
صرير	ṣarīr
صعب	ṣaʻuba
صعبة	ṣaʻba
صعد	ṣaʻida
صعدت	ṣaʻidtu
صعق	ṣaʻaqa
صعوبة	ṣuʻūba
صعود	ṣuʻūd
صعيد	ṣaʻīd
صغا	ṣaḡā
صغار	ṣiḡār
صغر	ṣaḡura
صغرى	ṣuḡrā
صغير	ṣaḡīr
صغيرة	ṣaḡīra
صف	ṣaff
صفاء	ṣafāʼ
صفات	ṣifāt
صفارة	ṣaffāra
صفة	ṣifa
صفح	ṣafaḥa
صفحات	ṣafaḥāt
صفحة	ṣafḥa
صفد	ṣafada
صفر	ṣafar
صفراء	ṣafrāʼ
صفرت	ṣafirtu
صفع	ṣafaʻa
صفعة	ṣafʻa
صفق	ṣafaqa
صفقات	ṣafaqāt
صفقة	ṣafqa
صفوف	ṣufūf
صفي	ṣafiyy
صفيح	ṣafīḥ
صفيحة	ṣafīḥa
صفير	ṣafīr
صقر	ṣaqr
صقلية	ṣiqilliyya
صقيع	ṣaqīʻ
صك	ṣakk
صل	ṣalla
صلابة	ṣalāba
صلاة	ṣalāh
صلاح	ṣalāḥ
صلاحية	ṣalāḥiyya
صلب	ṣalaba
صلة	ṣila
صلت	ṣalat
صلح	ṣalaḥa
صلصة	ṣalṣa
صلوا	ṣalaw
صلى	ṣallā
صلي	ṣaliya
صليب	ṣalīb
صليبي	ṣalībiyy
صمام	ṣimām
صمت	ṣamata
صمد	ṣamada
صمغ	ṣamḡ
صمم	ṣammama
صمود	ṣumūd
صميم	ṣamīm
صن	ṣanna
صناديق	ṣanādīq
صناعات	ṣināʻāt
صناعة	ṣināʻa
صناعي	ṣināʻiyy
صناعية	ṣināʻiyya
صنبور	ṣunbūr
صندوق	ṣundūq
صنع	ṣanaʻa
صنعت	ṣanaʻtu
صنف	ṣannafa
صنوبر	ṣanawbar
صنيع	ṣanīʻ
صه	ṣah
صهر	ṣahara
صواب	ṣawāb
صواريخ	ṣawārīḵ
صوب	ṣawwaba
صوبت	ṣawwabtu
صوت	ṣawt
صوتي	ṣawtiyy
صودا	ṣōdā
صوديوم	ṣūdiyum
صور	ṣawwara
صورة	ṣūra
صوري	ṣūriyy
صوف	ṣūf
صوفي	ṣūfiyy
صوفيا	ṣūfiyā
صوفية	ṣūfiyya
صول	ṣawwala
صولجان	ṣawlajān
صياح	ṣiyāḥ
صياد	ṣayyād
صيام	ṣiyām
صيانة	ṣiyāna
صيحة	ṣayḥa
صيد	ṣayd
صيدلي	ṣaydaliyy
صيدلية	ṣaydaliyya
صيغة	ṣīḡa
صيف	ṣayf
صيفي	ṣayfiyy
صين	ṣīn
صيني	ṣīniyy
صينية	ṣīniyya
صينيون	ṣīniyyūn
ض	ḍād
ضأن	ḍaʼn
ضئيل	ḍaʼīl
ضاء	ḍāʼa
ضائع	ḍāʼiʻ
ضابط	ḍābiṭ
ضابطة	ḍābiṭa
ضاجع	ḍājaʻa
ضاحية	ḍāḥiya
ضار	ḍārr
ضارب	ḍāraba
ضاع	ḍāʻa
ضاعف	ḍāʻafa
ضاق	ḍāqa
ضال	ḍāll
ضاهى	ḍāhā
ضايق	ḍāyaqa
ضباب	ḍabāb
ضباط	ḍubbāṭ
ضبط	ḍabaṭa
ضجة	ḍajja
ضجر	ḍajir
ضجيج	ḍajīj
ضحايا	ḍaḥāyā
ضحك	ḍaḥik
ضحكت	ḍaḥiktu
ضحل	ḍaḥl
ضحى	ḍuḥan
ضحية	ḍaḥiyya
ضخ	ḍaḵḵa
ضخم	ḍaḵuma
ضد	ḍidd
ضر	ḍarra
ضراء	ḍarrāʼ
ضرائب	ḍarāʼib
ضرب	ḍaraba
ضربات	ḍarabāt
ضربة	ḍarba
ضربت	ḍarabtu
ضربي	ḍarribī
ضرر	ḍarar
ضرورات	ḍarūrāt
ضرورة	ḍarūra
ضروري	ḍarūriyy
ضرورية	ḍarūriyya
ضريبة	ḍarība
ضريح	ḍarīḥ
ضع	ḍaʻ
ضعف	ḍaʻufa
ضعفاء	ḍuʻafāʼ
ضعيف	ḍaʻīf
ضعيفة	ḍaʻīfa
ضغط	ḍaḡaṭa
ضغوط	ḍuḡūṭ
ضغينة	ḍaḡīna
ضفادع	ḍafādiʻ
ضفة	ḍiffa
ضفدع	ḍifdiʻ
ضل	ḍalla
ضلت	ḍallat
ضلع	ḍalaʻa
ضلل	ḍallala
ضم	ḍamma
ضمادة	ḍimāda
ضمان	ḍamān
ضمت	ḍammat
ضمن	ḍamina
ضمني	ḍimniyy
ضمير	ḍamīr
ضوء	ḍawʼ
ضوئي	ḍawʼiyy
ضواحي	ḍawāḥī
ضوضاء	ḍawḍāʼ
ضياء	ḍiyāʼ
ضياع	ḍayāʻ
ضيافة	ḍiyāfa
ضيع	ḍayyaʻa
ضيعة	ḍayʻa
ضيعت	ḍayyaʻtu
ضيف	ḍayf
ضيق	ḍayyiq
ضيقة	ḍayyiqa
ضيوف	ḍuyūf
ط	ṭāʼ
طائر	ṭāʼir
طائرات	ṭāʼirāt
طائرة	ṭāʼira
طائش	ṭāʼiš
طائفة	ṭāʼifa
طاب	ṭāba
طابع	ṭābaʻ
طابعة	ṭābiʻa
طابق	ṭābaq
طابور	ṭābūr
طاحونة	ṭāḥūna
طار	ṭāra
طارئة	ṭāriʼa
طارت	ṭārat
طارد	ṭārada
طارق	ṭāriq
طازج	ṭāzaj
طازجة	ṭāzaja
طاعة	ṭāʻa
طاعون	ṭāʻūn
طاغية	ṭāḡiya
طاقة	ṭāqa
طاقم	ṭāqam
طال	ṭāla
طالب	ṭālib
طالبات	ṭālibāt
طالبان	ṭālibān
طالبة	ṭāliba
طالت	ṭālat
طالع	ṭāliʻ
طالما	ṭālamā
طاهر	ṭāhir
طاولات	ṭāwilāt
طاولة	ṭāwila
طب	ṭibb
طباخ	ṭabbāḵ
طباخة	ṭibāḵa
طباع	ṭibāʻ
طباعة	ṭibāʻa
طبخ	ṭabaḵa
طبخت	ṭabaḵtu
طبشورة	ṭabšūra
طبع	ṭabaʻa
طبعا	ṭabʻan
طبعة	ṭabʻa
طبق	ṭabaq
طبقات	ṭabaqāt
طبقة	ṭabaqa
طبقي	ṭabaqiyy
طبل	ṭabl
طبلة	ṭabla
طبول	ṭubūl
طبي	ṭibbiyy
طبيب	ṭabīb
طبيبة	ṭabība
طبيعة	ṭabīʻa
طبيعي	ṭabīʻiyy
طبيعية	ṭabīʻiyya
طحال	ṭiḥāl
طحلب	ṭuḥlub
طحين	ṭaḥīn
طر	ṭir
طرأ	ṭaraʼa
طرا	ṭurran
طراز	ṭirāz
طرت	ṭirtu
طرح	ṭaraḥa
طرد	ṭarada
طرف	ṭarafa
طرفة	ṭurfa
طرق	ṭaraqa
طريف	ṭarīf
طريفة	ṭarīfa
طريق	ṭarīq
طريقة	ṭarīqa
طعام	ṭaʻām
طعم	ṭaʻima
طعن	ṭaʻana
طعنة	ṭaʻna
طعنت	ṭaʻantu
طفا	ṭafā
طفح	ṭafaḥa
طفل	ṭifl
طفولة	ṭufūla
طفيف	ṭafīf
طفيلي	ṭufayliyy
طقس	ṭaqs
طقم	ṭaqm
طقوس	ṭuqūs
طل	ṭall
طلا	ṭalan
طلاء	ṭilāʼ
طلاب	ṭullāb
طلاق	ṭalāq
طلب	ṭalaba
طلبات	ṭalabāt
طلبة	ṭalaba
طلبت	ṭalabtu
طلبوا	ṭalabū
طلت	ṭultu
طلق	ṭaluqa
طلقة	ṭalqa
طلوع	ṭulūʻ
طليعة	ṭalīʻa
طليق	ṭalīq
طمأن	ṭamʼana
طماطم	ṭamāṭim
طمع	ṭamiʻa
طموح	ṭumūḥ
طن	ṭanna
طنين	ṭanīn
طها	ṭahā
طهران	ṭahrān
طهى	ṭahā
طهي	ṭahy
طوابع	ṭawābiʻ
طوابق	ṭawābiq
طوارئ	ṭawāriʼ
طوافة	ṭawwāfa
طوال	ṭawāla
طوب	ṭūb
طوبى	ṭūbā
طور	ṭawr
طوع	ṭawʻ
طوعا	ṭawʻan
طوق	ṭawq
طوكيو	ṭūkiyū
طول	ṭūl
طويل	ṭawīl
طويلة	ṭawīla
طي	ṭayy
طيار	ṭayyār
طيارة	ṭayyāra
طيب	ṭayyib
طيبات	ṭayyibāt
طيبة	ṭayyiba
طير	ṭayr
طيران	ṭayarān
طيف	ṭayf
طيلة	ṭīlata
طين	ṭīn
طيور	ṭuyūr
ظ	ẓāʼ
ظاهر	ẓāhara
ظاهرة	ẓāhira
ظبي	ẓaby
ظرف	ẓarf
ظروف	ẓurūf
ظريف	ẓarīf
ظفر	ẓufr
ظل	ẓill
ظلال	ẓilāl
ظلام	ẓalām
ظلت	ẓallat
ظلم	ẓalama
ظلمة	ẓulma
ظلمت	ẓalamtu
ظن	ẓanna
ظنت	ẓannat
ظننت	ẓanantu
ظنوا	ẓannū
ظني	ẓanniyy
ظهر	ẓahara
ظهرت	ẓahartu
ظهري	ẓahhirī
ظهور	ẓuhūr
ظهير	ẓahīr
ظهيرة	ẓahīra
ع	ʻayn
عائد	ʻāʼid
عائدة	ʻāʼida
عائشة	ʻāʼiša
عائق	ʻāʼiq
عائلات	ʻāʼilāt
عائلة	ʻāʼila
عابد	ʻābid
عابر	ʻābir
عاتق	ʻātiq
عاج	ʻāj
عاجز	ʻājiz
عاجل	ʻājil
عاد	ʻāda
عادات	ʻādāt
عادة	ʻāda
عادت	ʻādat
عادل	ʻādil
عادلة	ʻādila
عادم	ʻādim
عادوا	ʻādū
عادى	ʻādā
عادي	ʻādiyy
عادية	ʻādiyya
عاديون	ʻādiyyūn
عار	ʻārin
عارض	ʻāriḍ
عارضات	ʻāriḍāt
عارضة	ʻāriḍa
عارف	ʻārif
عازب	ʻāzib
عازف	ʻāzif
عازم	ʻāzim
عاش	ʻāša
عاشت	ʻāšat
عاشر	ʻāšir
عاشق	ʻāšiq
عاشوا	ʻāšū
عاصف	ʻāṣif
عاصفة	ʻāṣifa
عاصمة	ʻāṣima
عاطفة	ʻāṭifa
عاطفي	ʻāṭifiyy
عاطفية	ʻāṭifiyya
عاطل	ʻāṭil
عاقب	ʻāqaba
عاقبة	ʻāqiba
عاقل	ʻāqil
عاقلة	ʻāqila
عال	ʻāla
عالج	ʻālaja
عالق	ʻāliq
عالم	ʻālam
عالمي	ʻālamiyy
عالمية	ʻālamiyya
عالمين	ʻālamīna
عالي	ʻālī
عالية	ʻāliya
عام	ʻām
عامة	ʻāmma
عامل	ʻāmala
عامي	ʻāmmiyy
عانق	ʻānaqa
عانى	ʻānā
عاهر	ʻāhir
عاهرات	ʻāhirāt
عاهرة	ʻāhira
عاود	ʻāwada
عب	ʻabba
عبء	ʻibʼ
عبا	ʻabā
عباءة	ʻabāʼa
عبادة	ʻibāda
عبارات	ʻibārāt
عبارة	ʻibāra
عباس	ʻabbās
عباقرة	ʻabāqira
عباية	ʻabāya
عبث	ʻabiṯa
عبثا	ʻabaṯan
عبد	ʻabd
عبر	ʻabara
عبرة	ʻibra
عبرت	ʻabartu
عبرية	ʻibriyya
عبقري	ʻabqariyy
عبقرية	ʻabqariyya
عبوة	ʻubuwwa
عبور	ʻubūr
عبوس	ʻubūs
عبيد	ʻubayd
عتاد	ʻatād
عتبة	ʻataba
عتيق	ʻatīq
عثر	ʻaṯara
عثمان	ʻuṯmān
عثور	ʻuṯūr
عج	ʻajja
عجائب	ʻajāʼib
عجائز	ʻajāʼiz
عجب	ʻajiba
عجز	ʻajaza
عجل	ʻijl
عجلات	ʻajalāt
عجلة	ʻajala
عجوز	ʻajūz
عجيب	ʻajīb
عجيبة	ʻajība
عجيل	ʻajīl
عجين	ʻajīn
عد	ʻadda
عدا	ʻadā
عداء	ʻaddāʼ
عداد	ʻidād
عدالة	ʻadāla
عدة	ʻudda
عدت	ʻudtu
عدد	ʻadad
عددت	ʻadadtu
عدسات	ʻadasāt
عدسة	ʻadasa
عدل	ʻadala
عدلنا	ʻadalnā
عدم	ʻadima
عدن	ʻadn
عدو	ʻaduww
عدوان	ʻudwān
عدول	ʻudūl
عدوى	ʻadwā
عدى	ʻaddā
عديد	ʻadīd
عديم	ʻadīm
عديمة	ʻadīma
عذاب	ʻaḏāb
عذب	ʻaḏḏaba
عذر	ʻaḏara
عذرا	ʻuḏran
عذراء	ʻaḏrāʼ
عذري	ʻuḏriyy
عراء	ʻarāʼ
عرائس	ʻarāʼis
عراف	ʻarrāf
عراق	ʻirāq
عراك	ʻirāk
عرب	ʻarraba
عربات	ʻarabāt
عربة	ʻaraba
عربون	ʻarabūn
عربي	ʻarabiyy
عربية	ʻarabiyya
عرس	ʻurs
عرش	ʻaraša
عرض	ʻaraḍa
عرضة	ʻurḍa
عرضت	ʻaraḍtu
عرضنا	ʻaraḍnā
عرضوا	ʻaraḍū
عرضي	ʻarḍiyy
عرف	ʻarafa
عرفت	ʻaraftu
عرق	ʻaraqa
عرقي	ʻirqiyy
عروس	ʻarūs
عروسة	ʻarūsa
عروض	ʻarūḍ
عروق	ʻurūq
عريس	ʻarīs
عريض	ʻarīḍ
عريضة	ʻarīḍa
عريف	ʻarīf
عريق	ʻarīq
عرين	ʻarīn
عز	ʻazza
عزا	ʻazā
عزاء	ʻazāʼ
عزب	ʻazaba
عزباء	ʻazbāʼ
عزر	ʻazara
عزز	ʻazzaza
عزف	ʻazafa
عزل	ʻazala
عزلة	ʻuzla
عزم	ʻazama
عزيز	ʻazīz
عزيزة	ʻazīza
عزيمة	ʻazīma
عسكري	ʻaskariyy
عسكرية	ʻaskariyya
عسل	ʻasala
عسلي	ʻasaliyy
عسى	ʻasā
عسير	ʻasīr
عش	ʻušš
عشاء	ʻašāʼ
عشب	ʻušb
عشبة	ʻušba
عشت	ʻištu
عشر	ʻašr
عشرات	ʻašarāt
عشرة	ʻašara
عشرون	ʻišrūna
عشرين	ʻišrīna
عشق	ʻišq
عشوائي	ʻašwāʼiyy
عشوائية	ʻašwāʼiyya
عشية	ʻašiyya
عشيرة	ʻašīra
عصا	ʻaṣan
عصابة	ʻiṣāba
عصافير	ʻaṣāfīr
عصب	ʻaṣaba
عصبة	ʻuṣba
عصبي	ʻaṣabiyy
عصبية	ʻaṣabiyya
عصر	ʻaṣara
عصرنا	ʻaṣṣarnā
عصري	ʻaṣriyy
عصرية	ʻaṣriyya
عصف	ʻaṣafa
عصفور	ʻuṣfūr
عصور	ʻuṣūr
عصى	ʻaṣā
عصي	ʻaṣy
عصيان	ʻiṣyān
عصيب	ʻaṣīb
عصير	ʻaṣīr
عض	ʻaḍḍa
عضلات	ʻaḍalāt
عضلة	ʻaḍala
عضلي	ʻaḍaliyy
عضو	ʻuḍw
عضوا	ʻaḍḍū
عضوي	ʻuḍwiyy
عضوية	ʻuḍwiyya
عطاء	ʻaṭāʼ
عطارد	ʻuṭārid
عطر	ʻiṭr
عطش	ʻaṭiša
عطشان	ʻaṭšān
عطف	ʻaṭafa
عطل	ʻaṭila
عطلة	ʻuṭla
عظام	ʻiẓām
عظم	ʻaẓm
عظماء	ʻuẓamāʼ
عظمة	ʻaẓama
عظمى	ʻuẓmā
عظمي	ʻaẓmiyy
عظيم	ʻaẓīm
عظيمة	ʻaẓīma
عفا	ʻafā
عفريت	ʻifrīt
عفن	ʻafan
عفو	ʻafw
عفوا	ʻafwan
عفوي	ʻafwiyy
عق	ʻaqqa
عقاب	ʻiqāb
عقابي	ʻiqābiyy
عقار	ʻaqār
عقارات	ʻaqārāt
عقارب	ʻaqārib
عقاري	ʻaqāriyy
عقاقير	ʻaqāqīr
عقب	ʻaqib
عقبة	ʻuqba
عقد	ʻaqada
عقدة	ʻuqda
عقدت	ʻaqadtu
عقدي	ʻaqqidī
عقرب	ʻaqrab
عقل	ʻaql
عقلاء	ʻuqalāʼ
عقلي	ʻaqliyy
عقلية	ʻaqliyya
عقوبات	ʻuqūbāt
عقوبة	ʻuqūba
عقود	ʻuqūd
عقول	ʻuqūl
عقيد	ʻaqīd
عقيدة	ʻaqīda
عقيم	ʻaqīm
عكس	ʻakasa
عكسي	ʻaksiyy
عل	ʻalla
علا	ʻalā
علاء	ʻalāʼ
علاج	ʻilāj
علاجي	ʻilājī
علاقات	ʻalāqāt
علاقة	ʻalāqa
علام	ʻalāma
علامة	ʻalāma
علاوة	ʻilāwa
علب	ʻulab
علبة	ʻulba
علة	ʻalla
علت	ʻalat
علق	ʻaliqa
علقت	ʻaliqtu
علقنا	ʻaliqnā
علك	ʻalaka
علكة	ʻilka
علم	ʻalima
علماء	ʻulamāʼ
علمت	ʻalimtu
علمنا	ʻalimnā
علمي	ʻilmiyy
علمية	ʻilmiyya
علن	ʻalana
علني	ʻalaniyy
علو	ʻuluww
علوا	ʻalawā
علوم	ʻulūm
علوي	ʻulwiyy
على	ʻalā
علي	ʻaliya
عليا	ʻulyā
علية	ʻilliyya
عليك	ʻalayka
عليكم	ʻalaykum
عليكما	ʻalaykumā
عليكن	ʻalaykunna
عليم	ʻalīm
علينا	ʻulīnā
عليه	ʻalayhi
عليها	ʻalayhā
عليهم	ʻalayhim
عليهما	ʻalayhimā
عليهن	ʻalayhinna
عم	ʻamma
عما	ʻammā
عماد	ʻimād
عماذا	ʻammāḏā
عمار	ʻammār
عمارة	ʻamāra
عمال	ʻummāl
عمالقة	ʻamāliqa
عمان	ʻumān
عمة	ʻimma
عمت	ʻammat
عمد	ʻamada
عمدا	ʻamdan
عمدة	ʻumda
عمر	ʻamara
عمرنا	ʻamarnā
عمرو	ʻamr
عمري	ʻammirī
عمق	ʻamuqa
عمل	ʻamila
عملاق	ʻimlāq
عملة	ʻumla
عملت	ʻamiltu
عملنا	ʻamilnā
عملي	ʻamaliyy
عمليات	ʻamaliyyāt
عملية	ʻamaliyya
عمن	ʻamman
عمه	ʻamiha
عمود	ʻamūd
عمودي	ʻamūdiyy
عمولة	ʻumūla
عموم	ʻumūm
عموما	ʻumūman
عمومي	ʻumūmiyy
عمومية	ʻumūmiyya
عمى	ʻammā
عمي	ʻamiya
عمياء	ʻamyāʼ
عميد	ʻamīd
عميق	ʻamīq
عميل	ʻamīl
عن	ʻan
عناء	ʻanāʼ
عناصر	ʻanāṣir
عناق	ʻināq
عناكب	ʻanākib
عنان	ʻanān
عناوين	ʻanāwīn
عناية	ʻināya
عنب	ʻinab
عنبر	ʻanbar
عنة	ʻunna
عند	ʻinda
عندئذ	ʻindaʼiḏin
عندليب	ʻandalīb
عندما	ʻindamā
عنزة	ʻanza
عنصر	ʻunṣur
عنصري	ʻunṣuriyy
عنصرية	ʻunṣuriyya
